Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1,Credit_Limit,Customer_Age,Marital_Status,Attrition_Flag
2283,49,0.6757360412565971,851,0.5481106923762658,2,0.7816669807178007,1554.0085147981742,40,2,1
2360,44,0.5284791706442964,0,0.0,2,0.7056680929684386,18617.315168190882,41,1,1
938,20,0.4503993811298153,1045,0.12439600095550346,2,0.9909710544956608,8384.330349906048,55,1,1
8968,79,0.8193518535356985,0,0.0,2,0.997404576669161,8570.067002279999,47,2,1
5237,56,0.626095984883041,516,0.179390672733967,2,0.9887916035663713,2792.034932374875,49,0,1
2039,39,0.4634517793972489,2167,0.429149397407234,4,0.7114782574981149,5046.794704379827,41,1,1
1976,40,0.3734641879500802,0,0.0,4,0.5273621502499135,1510.1611035116155,41,2,1
1796,41,0.4988723086655721,392,0.2682056005345135,5,0.49721991285373696,1458.5056378524662,45,1,1
2052,43,0.3199591471561571,0,0.0,3,0.49882292910671006,19098.837310783976,52,2,1
2555,43,0.565599670502104,665,0.4484731915652171,4,0.7364171034614313,1482.6295155120613,48,1,1
2373,41,0.520098571257779,2517,0.8088707563226143,5,0.6518159654823594,3111.581596548236,36,0,1
8413,82,0.7177884421458283,0,0.0,1,0.8594643937589568,5880.44134946229,55,1,1
1616,33,0.43318752873498545,0,0.0,3,0.4769256845785259,5083.679801298301,51,2,1
817,29,0.6581431699112225,2517,0.8784267472868619,2,0.9840411998279635,2864.855996210014,52,3,1
1893,43,0.43061516256463517,710,0.029216196711758492,1,0.38694577040582645,24608.757049323624,41,1,1
1246,36,0.5724146486015231,2517,0.1356685378200891,4,0.7682472602759017,18582.683347236096,47,2,1
1138,28,0.3730978354435839,776,0.07626246387184257,2,0.8201693364951153,10114.437426960427,56,1,1
2565,36,0.4911947380278747,0,0.0,2,0.6169847428650971,2265.432003869778,45,1,1
4847,49,0.8122771278852697,2517,0.09717197087040402,1,1.045799367317862,25852.898961973442,44,3,1
1259,28,0.5100712133675127,242,0.019133419266822233,2,1.0123848130946616,12693.49034803063,42,2,1
6830,61,0.8441951796825546,0,0.0,1,0.7648168283013131,3740.6756988160787,51,3,1
2105,47,1.1057780556919963,998,0.2106939688832754,2,0.5492313229610918,4725.678263799552,50,1,1
6971,62,0.5979140268018275,0,0.0,2,0.935571349946883,31729.209358880824,39,2,1
2389,46,0.41937089821684825,0,0.0,1,0.7206412812211147,1438.3,43,3,1
2289,43,0.5429323497954842,0,0.0,2,0.702647141593126,18650.842861356246,41,0,1
1906,48,0.7113525500235018,818,0.02383723721822182,3,0.6399261289213928,34516.0,42,3,1
3859,53,0.6385824752620807,0,0.0,3,0.8522086423837874,21946.859242741073,54,1,1
2312,37,0.3184068839226615,0,0.0,2,0.7040286053871919,1650.673867536453,41,1,1
1804,40,0.2745883197449258,0,0.0,2,0.37070969018817923,4333.9736032236615,44,2,1
568,15,0.36287696480850595,914,0.07901271631517008,3,0.2700216799392431,11646.848530025289,37,3,1
1532,38,0.35982291039175174,0,0.0,3,0.30525614988378563,1438.3,48,3,1
1915,36,0.41509742394698784,180,0.05567201536276971,4,0.458512939721144,3243.8742234082088,45,2,1
817,19,0.5067622610478244,2517,0.8127303831757376,5,0.6921763202690289,3102.379961993399,51,1,1
9562,77,0.8571630849621212,0,0.0,2,0.9349272490740387,11772.131825858798,41,2,1
600,21,0.7540410411292119,0,0.0,1,0.8309761837077103,3392.3914364395223,45,2,1
2392,42,0.5403639934938054,0,0.0,1,0.4843455922309544,1438.3,46,2,1
4722,59,0.40266113573454043,0,0.0,2,1.0005227102081073,2718.041813286567,50,2,1
2115,40,0.701740713078461,0,0.0,2,0.4505544089537262,3457.9046154527114,60,0,1
1986,41,0.26024743993632315,0,0.0,3,0.29727601909260504,2068.659839830195,50,1,1
2885,50,0.8718706716900735,2517,0.6135634396667097,1,0.9076826312622951,4102.279270856848,48,2,1
1866,35,0.2680438714908806,0,0.0,3,0.37036733532018506,9980.23546638258,50,1,1
919,33,0.3199266584916382,285,0.03275797302240605,1,0.6363303690956303,8663.036670754182,42,2,1
1635,32,0.7708249887840355,2517,0.6629483812142737,2,0.5615288646067986,3795.3097127143583,40,2,1
2089,42,0.441299359594345,2517,0.631278975350952,5,0.516904482839585,3987.239950858435,50,2,1
856,22,0.46702740153692424,1616,0.1203343839625787,3,0.7671901070497846,13544.270532219634,42,1,1
2517,63,0.6401493722785359,2517,0.4349349838684231,4,0.6910131680504064,5791.893971809182,41,2,1
2173,36,0.39623943859728855,1229,0.49821950013435173,3,0.4701933927131946,2471.019178408287,48,3,1
2157,43,0.3984513764250372,758,0.13525688212518594,3,0.6383253789703932,5583.116223022847,45,1,1
2155,36,0.38476028350241726,1245,0.5068730170520239,3,0.4609217674442601,2460.511336436828,48,3,1
7949,61,0.8676613278591833,0,0.0,1,0.8526054034071321,23460.029391913755,40,3,1
1972,32,0.19477540164344997,0,0.0,5,0.9982474895661302,13282.207429949365,54,1,1
3437,52,0.7519611397035306,49,0.0014212871083452202,2,0.5020441203120274,34516.0,43,1,1
2298,42,0.4896929615242379,15,0.0019447242407098254,3,0.6529590468138101,7620.75428088286,41,0,1
2180,44,0.4596244999336292,0,0.0,4,0.576850600079645,1438.3,45,3,1
9238,68,0.8425618178735769,2517,0.4819891472360131,1,0.8921713634051827,5234.216994020954,50,2,1
2118,41,0.568590178315306,782,0.3225510309487444,2,0.7118599262138546,2423.8549456854007,49,1,1
8155,70,0.7955360097439204,1177,0.31676764384304357,3,0.8056170857899885,3719.6804200269557,44,1,1
2706,48,0.7401384453714116,2517,0.7661975745894005,2,0.7325695991974557,3289.7495479749846,51,3,1
2444,41,0.5084114529631311,0,0.0,4,0.820579746145506,4562.970155083116,51,2,1
2310,44,0.4660539179559671,0,0.0,3,0.6613408089705626,1817.9369278637312,46,1,1
1365,28,0.6058102421407172,0,0.0,3,1.0423270369380442,12616.287432742976,32,2,1
1996,40,0.42215351744485674,437,0.2014523443518424,4,0.6105605486661976,2170.339455002175,43,0,1
960,32,0.43140479466690684,477,0.055378255697282594,1,0.710026637647897,8635.756906107656,43,2,1
2504,44,0.5265006567683336,0,0.0,2,0.651180839633922,2201.4863274276654,43,1,1
1842,42,0.6577219303749323,751,0.035858781349658905,2,0.41517591072071464,20823.30647671306,49,0,1
1353,33,0.6078610741764621,789,0.023059105820875656,4,0.7543114443312788,34516.0,47,3,1
2370,42,0.5204029156657272,267,0.033123799987152,3,0.620257200077088,8019.949284090161,45,1,1
7153,63,1.0578802351125196,2479,0.27905155822132904,3,0.544450601320863,8905.389885354563,46,0,1
4947,56,0.7981555104866107,0,0.0,2,1.0574832970979204,2926.434275454068,48,2,1
2629,40,0.6258981430448542,0,0.0,2,0.8612942617776906,1601.6111567639598,42,2,1
1303,28,0.031443520608413746,0,0.0,4,0.058056587326259596,20985.11915801225,51,1,1
2364,37,0.5092335599465756,0,0.0,3,0.8494164653048718,1984.14751334428,54,1,1
1093,30,0.3545749366131226,0,0.0,3,0.8962747110143379,12390.70951040494,43,2,1
2607,40,0.41933025213269387,82,0.00696477637058353,3,0.7927531851398881,11630.461653594244,51,2,1
2304,45,0.9694104295798811,0,0.0,5,0.5399169300231221,1729.6146027889438,46,1,1
9174,54,1.3992140193188312,0,0.0,1,1.0454033123467472,9560.540762724471,44,2,1
2166,47,0.47912113241690724,2517,0.5773611370057928,3,0.5715488117948945,4363.365785133146,47,0,1
1952,50,0.7134555255984919,0,0.0,3,0.5486547147159411,20880.561802051972,43,3,1
2691,45,0.6234140692714341,942,0.5670097235508607,4,0.8606670232992796,1664.0410812342761,41,3,1
2605,41,0.6050508531245209,1532,0.7718598069441369,6,0.8221651239560799,1985.1337124997872,50,1,1
2131,51,0.4903992594410649,1511,0.1107557650065675,4,0.7284665881225372,13596.510015233494,35,3,1
2287,42,0.5,0,0.0,5,0.5544095815933782,1451.8429978225263,44,2,1
678,18,0.7714560468034419,0,0.0,1,0.6406187273113377,8030.137083013604,47,3,1
2152,35,0.3551440225078302,0,0.0,3,0.6840662793918061,1438.3,45,3,1
1789,43,0.5647031415357173,1194,0.05830461793561046,2,0.3498436163831267,20502.96972941336,44,1,1
2522,35,0.5580002151423626,2436,0.826,3,0.7671367764302262,2949.894770811952,49,3,1
9237,64,0.9033770736287221,0,0.0,2,0.9274753903771397,6049.754208128957,32,2,1
3202,47,0.6254536380939333,0,0.0,4,0.6871609216789119,3416.8307298379204,55,2,1
9140,54,1.0780843813358842,48,0.001356032734928469,1,0.8204426383311052,34516.0,36,0,1
2699,55,0.46898074543352025,2517,0.584356824139157,4,0.7390629546731472,4309.196381763766,41,2,1
2521,43,0.5083467643327246,0,0.0,4,0.7813467643327247,6398.6014887635365,44,2,1
1718,40,0.4890368873469592,2403,0.2391945855240423,1,0.5283983094293054,10051.006089273547,47,1,1
1784,31,0.6290996486084616,318,0.22112302981712453,3,0.6038129153590934,1438.3,45,0,1
1142,27,0.2786759424655328,2124,0.0637865513736429,1,0.7285397006281229,33115.311152515496,39,1,1
2717,42,0.43970503724376186,2456,0.8429515129715772,2,0.8638168567556597,2914.6882164570766,37,1,1
2600,39,0.44977142325098185,685,0.3083918325543429,2,0.516106158171979,2222.2428511573544,55,1,1
2435,47,0.6987971263366047,2273,0.3524657541239422,3,0.8170554497555047,6434.949124302068,49,1,1
929,27,0.527012772477894,2517,0.8718393096063346,3,0.8850277886376581,2885.9930528405853,53,3,1
2710,48,0.7187221853800987,0,0.0,1,0.7828168977177304,1649.4949343854782,55,1,1
2258,47,0.5714690576832249,1342,0.3494378732550597,3,0.5823746973607623,3839.21990507309,57,2,1
2527,46,0.4982780736114861,114,0.07965911026001632,5,0.8714541691020413,1438.3,40,1,1
2126,40,0.402420122819514,2517,0.3130651576864273,2,0.5908206196469497,8037.498102213493,45,1,1
2578,43,0.7151635916878168,233,0.11441820415609157,3,0.9032323161409234,2038.9879341007982,47,3,1
2784,46,0.9995031271850812,0,0.0,3,0.9939969868223959,7125.133023598688,44,1,1
2276,37,0.5306077713969354,961,0.38276054480039534,3,0.6646981065522495,2504.274327682847,48,1,1
2229,45,0.5167457593125351,0,0.0,3,0.6444376608966764,12187.15985745304,44,1,1
944,24,0.3895937256324896,2439,0.869603171022369,4,0.7350953562618256,2805.68267217235,54,3,1
2348,43,0.39109574379845,516,0.2985089693722451,5,0.7232336266453863,1728.8951810875515,44,2,1
1907,28,0.47665145434488443,2517,0.8513663190873861,3,0.6187165111706727,2956.284586448108,64,1,1
2739,42,0.5869979167955943,0,0.0,3,1.0129146379047353,2747.9501756549557,33,1,1
2288,45,0.5323625054719768,0,0.0,3,0.7193774263316027,1554.294213954939,40,1,1
573,22,0.7090602589249939,0,0.0,1,0.8187189205570609,3390.8171090623746,45,2,1
2634,55,0.4452386723904713,0,0.0,3,0.5872423111426315,3430.2212545652665,41,1,1
2859,47,0.5385782954624463,831,0.1809090161431274,3,0.8017684479639429,4596.253421058731,56,3,1
1827,38,0.4524874252405584,0,0.0,4,0.4359324999731644,1897.117947778417,54,1,1
2720,46,0.4640337738308316,2517,0.767835279095124,3,0.8249779007399117,3280.1830705207685,54,3,1
2277,30,0.677056060859672,0,0.0,3,0.6797861802966844,2676.7926991251375,38,1,1
2162,36,0.39497310750001835,1307,0.3458522732832689,3,0.6252022724678079,3785.264012736021,42,1,1
2441,43,0.7064619327482567,0,0.0,2,0.8477966443152544,1677.109861946553,38,2,1
2698,51,0.8205739572239099,0,0.0,4,0.9472251835392269,2064.6476200095426,49,2,1
7905,71,0.774410404129415,0,0.0,2,0.7899383490705494,7729.930209222212,46,3,1
2819,43,0.5742601674383636,0,0.0,4,0.9242087675181155,1776.9422644055053,43,2,1
8462,65,0.6785123890276817,2454,0.3219856180288606,2,0.8012635602100728,7709.84993398252,43,1,1
5087,60,0.5420728669147412,0,0.0,1,0.9955081496233014,11249.131353362767,43,1,1
2168,35,0.3804433654665073,1315,0.3472075823239917,3,0.6195436889451937,3790.6380022022,42,1,1
2462,43,0.4650037975059813,0,0.0,4,0.8474847112375088,1677.0,49,1,1
6112,72,1.0238798861953924,0,0.0,5,0.37838754854520973,12273.319947208074,55,3,1
8969,78,1.2921238845226475,5,0.0010475471277331394,3,0.9781479586338606,4614.349382740809,59,1,1
2713,45,0.731,2517,0.7097230361851422,3,0.8055428490771213,3548.406976179477,49,3,1
2162,50,0.7747029032597563,130,0.007015490213922407,3,0.6424302940373492,18652.512382899826,57,1,1
2304,42,0.37837265602992304,71,0.047959596615170186,4,0.6315465372004173,1480.841270098817,51,0,1
7956,66,0.8358801389700092,2098,0.06079137388702852,3,0.7375373558301748,34516.0,53,2,1
2352,37,0.4957901842391448,1070,0.4198724298254286,5,0.5710944033925638,2547.6298948617227,50,2,1
995,31,0.7435411802870782,0,0.0,4,0.7483637861354933,3445.4564118423,43,1,1
2296,37,0.5212626309791681,997,0.3941304656420121,3,0.6308998487079914,2523.1203608586775,49,2,1
2287,48,0.6461727185324633,0,0.0,1,0.7319566295478281,1818.0,43,1,1
4735,53,0.48838477070719394,371,0.026373796914423653,2,1.0528867128431219,13846.506668483204,52,1,1
873,19,0.42992744787157366,2433,0.6797363980014416,2,0.8651076210245279,3619.7182538672487,58,1,1
5620,72,0.8904853544343638,0,0.0,4,0.7560529075078364,12713.557278243585,52,3,1
2963,41,0.30209930422708,1201,0.04986411676251755,1,0.6452700969231306,24296.013492385933,56,2,1
1238,30,0.6534285407005526,0,0.0,2,0.8097784488587665,5397.688113276863,53,1,1
2404,46,0.7881775284462708,0,0.0,1,0.6668513154309077,2004.2231302424336,41,1,1
1756,35,0.36421394456223355,1161,0.0340322900607048,3,0.5240736903385631,34516.0,43,1,1
8547,69,0.8056323588905949,667,0.019216603146876357,2,0.860267174824989,34516.0,52,3,1
5038,53,0.5993467126708982,167,0.004725157607751369,1,0.9690401681149348,34516.0,55,1,1
1663,35,0.30615061001872124,2517,0.6788341438782777,2,0.4075245098895104,3710.075305009361,55,0,1
1479,34,0.48526112461044263,0,0.0,4,0.8791437605992736,2292.393107550965,35,1,1
4949,53,0.7026697130929336,1576,0.11076509311896017,4,0.8884064014479428,14160.500755018596,48,2,1
2694,47,0.48807264868674655,0,0.0,3,0.8903819458840369,2092.7272972853916,45,1,1
9007,77,0.888519273696222,1818,0.42194164806497053,4,0.8783031220286341,4317.049909745931,46,2,1
3031,51,0.7774065016284477,657,0.3348813003256896,4,0.8834518963082972,1963.7646800579744,37,2,1
5279,72,0.5995561453685253,285,0.02435350323353591,2,1.014320476546168,11569.936069951955,44,1,1
1823,40,0.5,2290,0.61949478214299,3,0.469180855126846,3694.534248387457,57,0,1
2735,51,0.615452663119138,2517,0.6458105222018515,1,0.8706105395718116,3898.178972966257,50,3,1
679,17,0.5923473168909719,718,0.4852930307529769,2,0.6831612709839538,1494.6754983659573,47,3,1
7363,72,0.753337361098213,520,0.015216977574377502,1,0.7209813455373499,34516.0,51,2,1
2159,41,0.4348392865057461,194,0.005841899012615569,2,0.5232958424985958,34516.0,47,1,1
941,22,0.44202246820325564,0,0.0,2,0.4145493010567887,4805.557325415094,35,3,1
2059,38,0.36305152669612967,0,0.0,1,0.542286469918476,1816.7756356363168,45,2,1
2128,41,0.5252792071804606,0,0.0,3,0.4471632998516955,1573.0288040709893,45,3,1
5458,58,0.8357339745530363,66,0.0019368891476080688,4,0.9826042747609482,34516.0,44,2,1
2327,42,0.5758790291964777,0,0.0,5,0.6545879915836397,1439.744010704781,50,0,1
5291,64,0.6862650500906652,0,0.0,4,1.0285658458952085,13099.740136690685,49,2,1
2174,38,0.3198602798369846,0,0.0,1,0.5413244510285278,8560.043031002971,52,1,1
2592,42,0.5347759131022142,0,0.0,4,0.8501242472148548,1438.3,52,3,1
3071,46,0.586,0,0.0,5,0.9210390735403581,1826.8833561443316,47,2,1
2614,42,0.4812522866981245,0,0.0,3,1.0253453567281159,2858.8278641956254,44,1,1
2287,35,0.5883562432284564,0,0.0,3,0.703890608071141,9226.792191450068,43,1,1
2122,39,0.39074571007487974,0,0.0,1,0.40995705630536045,29731.25296685295,40,0,1
8284,82,0.714692481683801,0,0.0,1,0.8767133163331088,5873.659721783564,55,1,1
2442,40,0.41790434712323343,1735,0.4219755534142944,5,0.8538219842723477,4114.10254250448,50,3,1
1252,29,0.5345443886460788,786,0.023,4,0.7681438594384221,34516.0,47,3,1
2448,50,0.6360410896045223,0,0.0,2,0.610007181232872,1687.7554601655754,32,1,1
2306,48,0.7648451824505095,1961,0.2889074875106508,3,0.7469976808206001,6800.854946242793,64,1,1
2215,39,0.6046396322090349,0,0.0,5,0.626278673427718,2802.783483830245,42,1,1
749,20,0.37359633568527656,1845,0.7969856206353043,2,0.40241265141765825,2307.6739721382637,38,3,1
9946,59,0.8487400030614888,0,0.0,3,0.8526331798202171,5648.410376784772,41,2,1
2198,45,0.3756599074787502,0,0.0,4,0.6648385911243143,1454.6554809693266,34,1,1
770,14,0.33057009898515377,381,0.011195808437104375,3,0.7017962472104962,33518.826661868574,50,3,1
2506,46,0.5596259522057198,0,0.0,4,0.7271547062499079,4771.336335698515,48,2,1
2499,44,0.6311519276129434,0,0.0,5,0.8822849761200562,1969.3965619415349,41,2,1
2201,39,0.4182205773811408,2022,0.36861647875842857,3,0.5053630281280101,5475.6179011443855,50,3,1
2346,30,0.2736084765336334,2517,0.24153965631927993,1,0.587459517738038,10423.524950111323,43,1,1
6173,63,0.964787690314178,2487,0.2736476254495782,3,0.695615255611099,9088.240535408599,44,0,1
2510,47,0.5529099011003756,0,0.0,5,0.7460756439613524,8758.443998564144,39,3,1
2496,40,0.4681771767372904,1380,0.6622244191659796,4,0.677674210863218,2094.1397500366857,48,1,1
3065,49,0.5665985228247035,0,0.0,6,0.8619762925283845,2024.6424425809953,42,1,1
2114,33,0.281348973778869,477,0.11283535806100076,4,0.5926497698126387,4227.805613808279,45,2,1
1615,39,0.1887925786609178,0,0.0,3,0.16096267615711699,1438.3,53,2,1
1617,29,0.3861898401163918,0,0.0,2,0.6226644404073712,34516.0,48,0,1
4866,52,0.47245543856630956,184,0.02690316165066208,4,1.004548419174669,6838.740664210224,47,1,1
2442,49,0.8216211024039457,1178,0.13290178463535224,3,0.8427611690760203,8817.80188232875,57,1,1
2531,45,0.5508367262364937,0,0.0,2,0.6930657021831508,2219.122579308349,42,1,1
1926,37,0.3879083241104656,0,0.0,3,0.640210439371271,24021.33033332618,48,2,1
724,17,0.559647260810025,0,0.0,3,0.8446411668316379,2620.427552812841,47,3,1
2216,42,0.49710513738534173,0,0.0,4,0.6894081060274471,1446.45310987667,45,2,1
2434,42,0.4505537099175108,556,0.335484621675041,3,0.6925163823027111,1657.6631377080366,52,0,1
2649,49,0.8851029786424334,93,0.04595880854302667,4,0.9452757446606084,2042.4344559224248,48,3,1
2612,49,0.5417129225719862,0,0.0,6,0.7078865524026139,1438.3,32,2,1
8424,67,0.7364015707309601,0,0.0,2,0.8485806646148051,5235.619939832988,45,1,1
2402,40,0.41587783506142845,0,0.0,2,0.7091133672338803,12351.898140166351,35,1,1
9031,69,0.696461776377765,0,0.0,2,0.9502911868425297,5782.077821871556,53,2,1
2685,40,0.43149195130232787,0,0.0,5,0.7674037438721758,2935.2335203177736,46,2,1
2241,46,0.5811762914884702,2436,0.8564255023295434,3,0.4704727664545746,2844.0716540454077,44,3,1
826,22,0.38135897427510673,0,0.0,2,0.8485691978095652,3110.954635172995,52,2,1
4731,53,0.7382454877430171,1360,0.09656831828332949,4,1.0377728442428538,14044.100255552856,47,2,1
9768,70,0.7730375492363171,304,0.017269861706194392,3,0.9529034582093758,17316.244368478787,46,1,1
2405,46,0.5702416145042888,94,0.012096788587251623,2,0.6958387154349006,8017.91913461505,46,2,1
2059,42,0.6451042054985693,0,0.0,2,0.5191403735405702,15784.46008388368,51,1,1
9415,74,0.7885938819966566,0,0.0,4,0.8591434047289234,12731.702082025307,33,1,1
2427,44,0.32117315495454,0,0.0,4,0.6395310270734292,2892.2207795218533,43,2,1
2771,44,0.5148461711707617,0,0.0,2,0.841318552755061,6925.40302188688,40,1,1
2363,45,0.7090452364136698,1930,0.8187779238720577,4,0.7396649135353074,2357.6399077237065,52,0,1
2028,41,0.513736829641979,0,0.0,2,0.5728296436565654,2220.9386764546484,48,2,1
2400,42,0.4161297517842907,2352,0.863755438287081,4,0.8399001319270338,2724.0665787153107,46,3,1
1709,38,0.4327510211665542,0,0.0,1,0.631969768263339,28198.44590139835,55,0,1
2290,47,0.6436748641645225,0,0.0,1,0.6551695728530242,26040.37546601598,44,2,1
2153,39,0.40103261922424116,2451,0.2737318662592036,5,0.6594617425598519,8958.842327002778,50,1,1
2110,38,0.27190569819361077,0,0.0,3,0.44040860045025754,1438.836204221162,55,1,1
2450,30,0.11690209083470227,2020,0.48957489340719307,4,1.1290285175626282,4124.658658567295,43,1,1
709,14,0.3964761549723701,0,0.0,2,0.7206144656656609,6414.909379361969,42,1,1
2236,44,0.5700285134972785,1125,0.4727220106092952,5,0.5952743378524494,2383.7322664152966,50,1,1
2206,43,0.41318229937392625,0,0.0,4,0.6815847906196033,1453.1029279733373,37,1,1
2183,47,0.3641902730249916,2016,0.058462208469787814,2,0.6113718359427417,34516.0,44,2,1
1935,43,0.425521369969166,1106,0.46271759156872994,4,0.380882881184367,2395.3057850640607,49,1,1
722,19,0.4675983869170527,801,0.5460642011480763,1,0.5808901999282987,1482.0088948122318,58,3,1
995,24,0.5311151336087754,0,0.0,1,0.39185675745055665,6143.146839677582,27,1,1
